MSOA_code,LowFruit ,LowFruitLCI,LowFruitUCI,LowVeg,LowVegLCI,LowVegUCI,LowFV,LowFVLCI,LowFVUCI,HighSSB,HighSSBLCI,HighSSBUCI
E02006360,50.55636826,44.92,56.71,15.43502026,9.92,24,5.845526904,2.64,12.71,9.1497498,4.22,18.75
E02006361,49.62339767,44,55.8,14.96579198,9.6,23.34,5.593151465,2.52,12.2,8.7773114,4.04,18.07
E02006362,48.99830356,43.39,55.18,14.64724079,9.39,22.9,5.419087002,2.44,11.85,8.6447352,3.97,17.82
E02006363,48.40202284,42.8,54.59,14.1988535,9.08,22.26,5.145652963,2.32,11.29,8.5300514,3.92,17.61
E02006364,57.88394838,52.3,63.78,19.2239763,12.56,29.17,7.898026853,3.61,16.74,12.6843157,5.97,24.98
E02006365,49.32444419,43.71,55.5,14.79156514,9.48,23.1,5.450132745,2.46,11.91,8.9545438,4.12,18.4
E02006366,47.9401374,42.35,54.13,13.85340004,8.85,21.77,4.965403943,2.23,10.92,8.9756812,4.13,18.43
E02006367,49.24736775,43.63,55.42,15.19350664,9.76,23.66,5.724289047,2.59,12.46,8.2055416,3.76,17
E02006368,48.39420587,42.79,54.58,14.70768682,9.43,22.98,5.418643483,2.44,11.84,8.0867033,3.71,16.78
E02006369,48.16171296,42.57,54.35,14.45787242,9.26,22.63,5.262890825,2.37,11.53,8.0046701,3.67,16.63
E02006370,50.79816392,45.16,56.95,15.23226799,9.79,23.72,5.708737012,2.58,12.43,10.0161283,4.64,20.33
E02006371,51.83050799,46.19,57.96,16.02871586,10.33,24.83,6.146528701,2.78,13.31,9.7610766,4.52,19.87
E02006372,55.18498654,49.55,61.21,18.16098571,11.81,27.74,7.392039161,3.37,15.77,10.7105733,4.98,21.56
E02006373,50.91184015,45.27,57.06,15.57897918,10.02,24.2,5.957391894,2.69,12.93,9.2831724,4.28,19
E02006374,50.09353622,44.46,56.26,15.26166448,9.81,23.76,5.739821871,2.59,12.5,9.5004823,4.39,19.39
E02006375,48.56782838,42.96,54.75,14.00536004,8.95,21.99,5.06303429,2.28,11.12,9.3046729,4.29,19.04
E02006376,50.28292086,44.65,56.45,15.26766566,9.81,23.77,5.686766935,2.57,12.39,10.3569946,4.81,20.94
E02006377,48.17526751,42.58,54.36,14.15179492,9.05,22.19,5.117906887,2.3,11.23,8.915532,4.11,18.32
E02006378,50.06038491,44.43,56.23,14.66100996,9.4,22.91,5.428284241,2.45,11.86,10.2543419,4.76,20.75
E02006379,57.81448033,52.23,63.72,19.24188097,12.57,29.19,7.94074307,3.63,16.82,12.1085246,5.68,24
E02006380,47.45623374,41.88,53.65,13.85752176,8.85,21.77,4.932470472,2.22,10.85,8.5452408,3.93,17.64
E02006381,48.23601114,42.64,54.42,14.13484212,9.04,22.17,5.09829309,2.29,11.19,9.0950364,4.19,18.65
E02006382,56.47806899,50.86,62.45,18.38539375,11.97,28.05,7.505826023,3.43,15.99,11.8824197,5.57,23.61
E02006383,50.24256448,44.61,56.41,14.68918037,9.42,22.95,5.430396167,2.45,11.87,9.840089,4.56,20.01
E02006384,55.2586671,49.63,61.28,17.53970685,11.38,26.9,6.994824434,3.18,14.99,11.5183487,5.39,22.98
E02006385,55.14014567,49.51,61.17,16.50988459,10.66,25.49,6.423377702,2.91,13.87,12.8623158,6.06,25.28
E02006386,51.35418424,45.71,57.5,15.18260298,9.75,23.65,5.740063916,2.59,12.5,9.9109959,4.59,20.14
E02006387,53.91526668,48.27,59.99,17.227895,11.16,26.48,6.867691382,3.12,14.74,10.1815018,4.72,20.62
E02006388,53.22075472,47.58,59.31,16.1370926,10.41,24.98,6.233963817,2.82,13.49,11.4053322,5.33,22.78
E02006389,52.13364094,46.49,58.26,16.25152301,10.49,25.14,6.299353871,2.85,13.62,10.0086923,4.64,20.31
E02006390,52.76502553,47.12,58.87,16.45357095,10.63,25.42,6.415938523,2.91,13.85,10.8264339,5.04,21.77
E02006391,50.98120955,45.34,57.13,14.56228739,9.33,22.78,5.380012551,2.43,11.77,11.2216549,5.24,22.46
E02006392,53.74940672,48.11,59.83,16.72709835,10.81,25.79,6.498872507,2.95,14.02,11.6315199,5.44,23.18
E02006393,58.99431438,53.44,64.83,19.53644784,12.78,29.58,8.001487574,3.66,16.94,15.8530748,7.61,30.16
E02006394,64.42423296,59.09,69.88,23.02774129,15.3,34.11,9.987393557,4.63,20.65,20.251554,10,36.79
E02006395,54.81727793,49.18,60.86,17.09443357,11.07,26.3,6.750262564,3.07,14.51,12.1952719,5.73,24.15
E02006396,51.09794547,45.46,57.25,15.61786716,10.05,24.26,5.89621272,2.67,12.81,10.3782005,4.82,20.97
E02006397,50.33157295,44.7,56.49,14.69573724,9.42,22.96,5.422754126,2.44,11.85,9.6765561,4.48,19.71
E02006398,55.14511206,49.51,61.17,17.45832579,11.32,26.79,6.92314154,3.15,14.85,11.5349834,5.39,23.01
E02006399,52.41904283,46.77,58.54,15.74107101,10.13,24.43,5.995757012,2.71,13.01,11.3399734,5.3,22.67
E02006400,51.68062267,46.04,57.82,15.69296199,10.1,24.36,5.996256595,2.71,13.01,10.0036512,4.64,20.3
E02006401,52.44909966,46.8,58.56,15.98778847,10.3,24.77,6.129978612,2.78,13.28,11.1555917,5.21,22.35
E02006402,50.39873853,44.77,56.56,14.80967993,9.5,23.12,5.499962004,2.48,12.01,10.3763472,4.82,20.97
E02006403,56.49365161,50.88,62.46,18.38819612,11.97,28.05,7.441263057,3.39,15.86,12.1485055,5.7,24.07
E02006404,57.82730829,52.24,63.73,18.90113711,12.33,28.74,7.781546807,3.56,16.52,12.6699357,5.97,24.95
E02006405,50.5787186,44.94,56.74,14.67005936,9.4,22.93,5.406626931,2.44,11.82,11.0683726,5.16,22.19
E02006406,54.78105038,49.14,60.82,16.78293625,10.85,25.87,6.571036834,2.98,14.16,12.0933628,5.68,23.97
E02006407,50.69863282,45.06,56.85,15.28342858,9.82,23.79,5.733829938,2.59,12.48,10.5962903,4.93,21.36
E02006408,52.1103566,46.47,58.23,15.67320409,10.09,24.33,5.946164678,2.69,12.91,11.6081248,5.43,23.14
E02006409,54.91425014,49.28,60.95,17.83286508,11.58,27.3,7.169404924,3.27,15.33,11.2515825,5.25,22.52
E02006410,55.85668436,50.23,61.85,18.11173617,11.78,27.68,7.321370777,3.34,15.63,11.9028758,5.58,23.65
E02006411,48.86584188,43.26,55.05,14.0997475,9.02,22.12,5.090783791,2.29,11.17,9.5896238,4.43,19.56
E02006412,49.65726452,44.03,55.83,14.67097428,9.4,22.93,5.408162764,2.44,11.82,9.4659959,4.37,19.33
E02006413,50.85851259,45.22,57.01,15.84250893,10.2,24.57,6.03511586,2.73,13.09,9.9383672,4.6,20.19
E02006414,50.64864049,45.01,56.8,15.56422352,10.01,24.18,5.895076664,2.67,12.81,10.0714707,4.67,20.43
E02006415,48.17369784,42.58,54.36,14.30593127,9.15,22.41,5.161607324,2.32,11.32,8.8694432,4.08,18.24
E02006416,48.19540983,42.6,54.38,14.09205693,9.01,22.11,5.099366381,2.29,11.19,8.4784114,3.89,17.51
E02006417,51.40936088,45.77,57.55,15.40819736,9.91,23.96,5.818063851,2.63,12.65,10.2873624,4.78,20.81
E02006418,48.21439941,42.62,54.4,13.96869558,8.93,21.93,5.024843035,2.26,11.04,8.9954239,4.14,18.47
E02006419,57.46076268,51.86,63.38,19.03840593,12.43,28.92,7.897866559,3.61,16.74,11.9753407,5.62,23.77
E02006420,48.43998336,42.84,54.62,13.89842881,8.88,21.83,4.965102023,2.23,10.91,9.2177897,4.25,18.88
E02006421,49.69306298,44.07,55.86,14.27725717,9.14,22.37,5.190717034,2.34,11.38,10.8240795,5.04,21.77
E02006422,49.08720597,43.47,55.27,14.0044652,8.95,21.98,5.052387458,2.27,11.09,9.8641418,4.57,20.05
E02006423,54.48257828,48.84,60.53,17.1196032,11.09,26.33,6.761833691,3.07,14.54,11.4672245,5.36,22.89
E02006424,48.08474694,42.49,54.27,13.78023652,8.8,21.66,4.921398783,2.21,10.82,9.1032352,4.2,18.67
E02006425,52.46678287,46.82,58.58,16.14697043,10.41,24.99,6.269999467,2.84,13.56,10.4332301,4.85,21.07
E02006426,50.29158529,44.66,56.45,14.72980938,9.44,23.01,5.454724501,2.46,11.92,10.5985076,4.93,21.37
E02006427,52.14918469,46.5,58.27,15.5352572,9.99,24.14,5.880526665,2.66,12.78,11.1515134,5.2,22.34
E02006429,50.94353707,45.31,57.09,14.76902684,9.47,23.07,5.443828065,2.45,11.9,11.0859178,5.17,22.23
E02006430,52.7851856,47.14,58.89,16.12199508,10.4,24.96,6.215427337,2.82,13.45,11.2437511,5.25,22.5
E02006431,51.76044613,46.12,57.89,15.53780763,9.99,24.15,5.868816228,2.65,12.76,11.0389668,5.15,22.14
E02006432,49.20263734,43.59,55.38,14.54537289,9.32,22.75,5.311495931,2.39,11.63,9.651062,4.46,19.67
E02006433,49.10276294,43.49,55.28,14.54111299,9.31,22.75,5.342164236,2.41,11.69,8.739243,4.02,18
E02006434,53.14126492,47.5,59.24,16.89961214,10.93,26.03,6.708850432,3.05,14.43,10.1866017,4.73,20.63
E02006435,51.69025036,46.05,57.82,16.11570845,10.39,24.95,6.236462101,2.83,13.49,9.6769761,4.48,19.71
E02006436,52.17217555,46.53,58.29,16.27246679,10.5,25.17,6.322974622,2.87,13.67,10.1424893,4.7,20.55
E02006437,50.72012532,45.08,56.87,15.64130085,10.07,24.29,5.941715718,2.69,12.9,9.7858766,4.53,19.91
E02006438,49.01429101,43.4,55.19,14.5780997,9.34,22.8,5.359300245,2.42,11.72,9.1947715,4.24,18.84
E02006439,50.1710591,44.54,56.34,15.15273078,9.73,23.61,5.696839505,2.57,12.41,9.4633629,4.37,19.33
E02006440,51.32762145,45.69,57.47,15.67906366,10.09,24.34,5.998651492,2.71,13.02,10.0835985,4.68,20.45
E02006441,57.43489846,51.84,63.36,19.39062971,12.68,29.39,7.999551712,3.66,16.94,13.26929,6.27,25.96
E02006442,47.60852641,42.02,53.8,13.63278105,8.7,21.45,4.841694779,2.18,10.66,8.0821916,3.7,16.77
E02006443,54.43043857,48.79,60.48,17.74547802,11.52,27.18,7.110198338,3.24,15.22,10.2234059,4.74,20.7
E02006444,51.48935991,45.85,57.63,15.56777198,10.02,24.19,5.944092978,2.69,12.91,9.5537156,4.42,19.49
E02006445,52.50381851,46.86,58.62,15.56412535,10.01,24.18,5.890267076,2.66,12.8,11.2757633,5.27,22.56
E02006446,49.47804926,43.86,55.65,14.89704399,9.56,23.25,5.564873271,2.51,12.14,8.610656,3.96,17.76
E02006447,49.97650536,44.35,56.14,14.9242647,9.58,23.29,5.568476591,2.51,12.15,9.3708394,4.33,19.16
E02006448,51.28953524,45.65,57.43,15.43683348,9.93,24,5.882926065,2.66,12.78,9.4743188,4.38,19.35
E02006449,50.37055556,44.74,56.53,15.52986748,9.99,24.13,5.904531758,2.67,12.83,8.8512266,4.07,18.21
E02006450,50.52410661,44.89,56.68,15.21970753,9.78,23.7,5.743396754,2.59,12.5,9.6691829,4.47,19.7
E02006451,50.84564388,45.21,57,15.8055539,10.18,24.52,6.033670318,2.73,13.09,9.7772403,4.52,19.9
E02006453,50.13601807,44.51,56.3,15.50556196,9.97,24.1,5.873791397,2.66,12.77,9.2556243,4.27,18.95
E02006454,50.36677661,44.73,56.53,15.46080394,9.94,24.04,5.87584259,2.66,12.77,8.5220742,3.91,17.6
E02006455,52.13104325,46.49,58.25,16.05386108,10.35,24.86,6.183598129,2.8,13.39,10.1918794,4.73,20.64
E02006456,51.77854301,46.14,57.91,15.67368943,10.09,24.34,5.959859321,2.7,12.94,10.503856,4.88,21.2
E02006457,48.03677683,42.44,54.22,13.79718123,8.81,21.69,4.937019363,2.22,10.86,8.319827,3.82,17.22
E02006458,49.28547702,43.67,55.46,14.37287793,9.2,22.51,5.274844612,2.38,11.55,8.9022968,4.1,18.3
E02006459,58.54413719,52.97,64.41,18.82160611,12.28,28.63,7.781137469,3.56,16.52,13.3040228,6.29,26.02
E02006460,54.45276901,48.81,60.5,17.23191658,11.16,26.48,6.815765855,3.1,14.64,11.2063707,5.23,22.44
E02006461,50.25332723,44.62,56.42,14.76320701,9.47,23.06,5.458379254,2.46,11.93,9.1656749,4.23,18.78
E02006462,52.30318321,46.66,58.42,15.73454953,10.13,24.42,6.029393837,2.73,13.08,10.8997893,5.08,21.9
E02006463,55.03578147,49.4,61.07,16.41449681,10.6,25.36,6.401881423,2.9,13.82,12.0537085,5.66,23.9
E02006464,51.51296472,45.87,57.65,15.78972999,10.17,24.5,6.032171149,2.73,13.08,9.9227692,4.6,20.16
E02006465,49.73065277,44.11,55.9,14.44151029,9.25,22.6,5.301993219,2.39,11.61,9.411809,4.35,19.23
E02006466,55.84548148,50.22,61.84,17.63180509,11.44,27.03,7.082851719,3.22,15.17,11.6991449,5.48,23.29
E02006467,48.56019636,42.96,54.74,13.6198934,8.69,21.43,4.868532447,2.19,10.72,9.1149267,4.2,18.69
E02006468,50.55142389,44.92,56.71,15.27483009,9.81,23.78,5.758081602,2.6,12.53,10.1588936,4.71,20.58
E02006469,54.26049395,48.62,60.32,17.34388245,11.24,26.64,6.930098799,3.15,14.87,11.0476894,5.15,22.16
E02006470,54.6250144,48.99,60.67,17.86129841,11.6,27.34,7.193955079,3.28,15.38,11.1299101,5.19,22.3
E02006471,48.88870371,43.28,55.07,14.47782362,9.27,22.66,5.304637607,2.39,11.61,9.5349853,4.41,19.46
E02006472,52.47834815,46.83,58.59,16.46565658,10.63,25.43,6.413715344,2.91,13.85,10.5747829,4.92,21.32
E02006473,50.43842452,44.81,56.6,15.26043675,9.8,23.76,5.690858966,2.57,12.4,10.5680685,4.91,21.31
E02006474,49.83461659,44.21,56,14.93350689,9.58,23.3,5.541574367,2.5,12.09,9.4332059,4.36,19.27
E02006475,48.9267566,43.32,55.11,14.29011897,9.14,22.39,5.191770953,2.34,11.38,9.4734269,4.38,19.35
E02006476,57.91588137,52.33,63.81,19.28627908,12.61,29.25,7.965831107,3.65,16.87,12.8359124,6.05,25.24
E02006477,47.98556262,42.39,54.17,13.65857129,8.72,21.49,4.838289929,2.17,10.65,9.5896174,4.43,19.56
E02006478,51.00544424,45.37,57.15,14.76966447,9.47,23.07,5.479183644,2.47,11.97,11.6769436,5.47,23.26
E02006479,56.74322633,51.13,62.7,18.10119192,11.77,27.66,7.235803933,3.3,15.46,13.8940462,6.59,27
E02006480,55.61251556,49.98,61.62,18.23408033,11.86,27.84,7.379159547,3.37,15.74,12.0807634,5.67,23.95
E02006481,54.28622684,48.65,60.34,17.16886472,11.12,26.4,6.787216352,3.08,14.59,12.0247773,5.64,23.85
E02006482,51.86988398,46.23,58,15.38556915,9.89,23.93,5.776238838,2.61,12.57,11.8494318,5.55,23.55
E02006483,57.68989688,52.1,63.6,19.47990881,12.74,29.51,8.083557412,3.7,17.1,12.3034014,5.78,24.33
E02006484,54.26357144,48.62,60.32,17.2514946,11.18,26.51,6.822639548,3.1,14.65,11.569077,5.41,23.07
E02006485,46.39525383,40.84,52.59,13.05414905,8.31,20.62,4.494752958,2.02,9.94,8.5909048,3.95,17.72
E02006486,50.66431545,45.03,56.82,15.25134051,9.8,23.75,5.719332446,2.58,12.45,10.8488368,5.05,21.81
E02006487,54.82042516,49.18,60.86,18.26210003,11.88,27.88,7.380042488,3.37,15.74,10.9398844,5.1,21.97
E02006488,47.34025742,41.76,53.53,14.15892695,9.06,22.2,5.10232571,2.3,11.2,7.8970237,3.61,16.42
E02006489,54.00336688,48.36,60.07,16.65472787,10.76,25.69,6.491529286,2.95,14,12.1899337,5.72,24.14
E02006490,51.91095581,46.27,58.04,15.8799125,10.23,24.62,6.075612195,2.75,13.17,10.915686,5.09,21.93
E02006492,51.27257427,45.63,57.42,15.11143901,9.7,23.55,5.665838526,2.56,12.35,10.4259586,4.84,21.06
E02006493,55.47446282,49.85,61.49,17.3574399,11.25,26.66,6.930516456,3.15,14.87,12.4659804,5.86,24.61
E02006494,59.22955297,53.68,65.05,20.25286425,13.29,30.53,8.434020024,3.87,17.76,13.0329575,6.15,25.57
E02006495,49.3949464,43.78,55.57,14.75193134,9.46,23.04,5.457273585,2.46,11.92,9.3862595,4.33,19.19
E02006496,57.02796054,51.42,62.97,17.90505978,11.63,27.4,7.157439722,3.26,15.31,14.2275272,6.76,27.55
E02006497,57.57457348,51.98,63.49,18.48710396,12.04,28.18,7.435940528,3.39,15.85,14.0439861,6.67,27.25
E02006498,53.42082936,47.78,59.51,16.24365762,10.48,25.13,6.347929879,2.88,13.72,11.3265819,5.29,22.65
E02006499,48.95422845,43.34,55.13,13.89145817,8.87,21.82,4.984949114,2.24,10.96,10.0014802,4.63,20.3
E02006500,54.5319148,48.89,60.58,17.92229113,11.65,27.42,7.187440815,3.27,15.37,11.4960237,5.38,22.94
E02006501,50.97360248,45.34,57.12,15.46705773,9.95,24.05,5.858156484,2.65,12.73,10.0633461,4.67,20.41
E02006502,50.38913506,44.76,56.55,15.69053423,10.1,24.36,5.971181965,2.7,12.96,8.7710268,4.04,18.06
E02006503,48.02004965,42.43,54.21,14.40933156,9.22,22.56,5.266062902,2.37,11.53,7.9514167,3.64,16.53
E02006504,47.86811982,42.28,54.06,14.20944811,9.09,22.28,5.154031076,2.32,11.3,8.3237722,3.82,17.23
E02006505,48.67445184,43.07,54.86,15.10408606,9.7,23.54,5.632935788,2.54,12.28,7.6108794,3.48,15.88
E02006506,51.80113342,46.16,57.93,16.29447757,10.52,25.2,6.312285938,2.86,13.64,10.1321939,4.7,20.53
E02006507,51.73089862,46.09,57.86,15.95708836,10.28,24.73,6.158284927,2.79,13.34,10.3044795,4.78,20.84
E02006508,49.80686207,44.18,55.98,14.94292331,9.59,23.31,5.592028525,2.52,12.2,9.0377907,4.16,18.55
E02006509,52.53307308,46.89,58.65,17.23326151,11.17,26.49,6.816820775,3.1,14.64,9.4215006,4.35,19.25
E02006510,47.93598672,42.34,54.12,14.15323485,9.05,22.2,5.107012911,2.3,11.21,8.3102745,3.81,17.2
E02006511,50.70237353,45.07,56.86,15.71784163,10.12,24.4,6.028244393,2.73,13.08,9.2893555,4.29,19.01
E02006512,54.793036,49.16,60.83,17.74201207,11.52,27.18,7.059217747,3.21,15.12,11.1781914,5.22,22.39
E02006513,49.87746326,44.25,56.05,14.89467835,9.56,23.24,5.518339329,2.49,12.05,9.2764646,4.28,18.99
E02006514,51.02938186,45.39,57.18,16.01239924,10.32,24.81,6.083520129,2.75,13.19,9.199493,4.24,18.85
E02006515,50.06749525,44.44,56.23,15.19623979,9.76,23.67,5.715534958,2.58,12.45,9.1373852,4.21,18.73
E02006516,51.56313703,45.92,57.7,15.91104172,10.25,24.67,6.128334486,2.77,13.28,9.6342511,4.45,19.64
E02006517,50.70294779,45.07,56.86,15.35116303,9.87,23.88,5.820838012,2.63,12.66,9.2724141,4.28,18.98
E02006518,50.00148946,44.37,56.17,15.70195309,10.11,24.37,5.987749178,2.71,13,8.3132273,3.81,17.21
E02006519,49.332241,43.71,55.51,14.86924138,9.54,23.21,5.461153715,2.46,11.93,8.7409144,4.02,18
E02006520,49.30341439,43.69,55.48,14.60097324,9.36,22.83,5.351139571,2.41,11.71,9.4057479,4.34,19.22
E02006521,49.09943292,43.49,55.28,14.91379981,9.57,23.27,5.537590035,2.5,12.09,8.5869368,3.95,17.72
E02006522,48.33346533,42.73,54.52,14.25094035,9.12,22.33,5.189314179,2.34,11.38,8.487115,3.9,17.53
E02006523,54.29197261,48.65,60.35,17.39274424,11.28,26.7,6.87863091,3.13,14.77,13.7874986,6.54,26.82
E02006524,57.88659416,52.3,63.79,19.96053071,13.08,30.14,8.370686782,3.84,17.64,11.7978708,5.53,23.46
E02006525,55.31865302,49.69,61.34,17.54938558,11.39,26.92,6.890937239,3.13,14.79,12.7974557,6.03,25.17
E02006526,52.55404278,46.91,58.67,16.38497413,10.58,25.32,6.353188461,2.88,13.73,10.6734694,4.97,21.5
E02006527,55.16710396,49.53,61.19,17.43230472,11.3,26.76,6.852487441,3.12,14.71,12.5297226,5.9,24.72
E02006528,59.49849977,53.96,65.31,19.85243471,13.01,30,8.179530492,3.75,17.28,15.6206354,7.49,29.79
E02006529,56.18912998,50.57,62.17,18.11577788,11.78,27.68,7.265319715,3.31,15.52,11.8619935,5.56,23.57
E02006530,52.0516664,46.41,58.18,15.74240476,10.14,24.43,6.008515511,2.72,13.04,10.5362776,4.9,21.26
E02006531,64.66618586,59.35,70.11,22.94342731,15.24,34,9.936385736,4.6,20.55,18.4937674,9.03,34.21
E02006532,49.82797855,44.2,56,14.50649745,9.29,22.7,5.349468,2.41,11.7,9.4668376,4.37,19.33
E02006533,52.44321008,46.8,58.56,15.66909188,10.08,24.33,5.971180163,2.7,12.96,11.5531513,5.4,23.04
E02006534,51.29272178,45.65,57.44,15.77449961,10.16,24.48,6.007733149,2.72,13.04,10.3648762,4.81,20.95
E02006535,47.84300907,42.25,54.03,13.74378792,8.77,21.61,4.888541727,2.2,10.76,8.8007845,4.05,18.11
E02006536,49.75839228,44.13,55.93,14.76215458,9.46,23.06,5.437864569,2.45,11.88,10.3769597,4.82,20.97
E02006537,56.8897773,51.28,62.84,19.34676103,12.65,29.33,7.992330404,3.66,16.92,11.3909929,5.32,22.76
E02006538,51.16785312,45.53,57.31,15.71034283,10.11,24.39,5.954997411,2.69,12.93,9.8138699,4.54,19.96
E02006539,51.83081166,46.19,57.96,16.42726908,10.61,25.38,6.374701548,2.89,13.77,9.9227649,4.6,20.16
E02006540,51.98091394,46.34,58.11,16.77459127,10.85,25.86,6.533433134,2.96,14.08,9.598273,4.44,19.57
E02006541,51.50711701,45.87,57.65,16.29819835,10.52,25.2,6.211467735,2.81,13.44,10.0587173,4.66,20.4
E02006542,49.16936479,43.55,55.35,15.14877392,9.73,23.6,5.650321973,2.55,12.31,7.906939,3.62,16.44
E02006543,49.45479253,43.83,55.63,15.23396055,9.79,23.72,5.697791051,2.57,12.41,8.6805103,3.99,17.89
E02006544,48.99958227,43.39,55.18,14.79160278,9.48,23.1,5.45476959,2.46,11.92,9.009493,4.15,18.5
E02006545,56.01727382,50.4,62.01,18.26592263,11.89,27.89,7.425363894,3.39,15.83,12.0266446,5.64,23.86
E02006546,50.57298787,44.94,56.73,15.86818216,10.22,24.61,6.05344928,2.74,13.13,9.0844633,4.19,18.63
E02006547,51.7856791,46.14,57.92,15.94939515,10.28,24.72,6.115194627,2.77,13.25,10.3236381,4.79,20.88
E02006548,50.10037096,44.47,56.27,15.15681886,9.73,23.61,5.623379124,2.54,12.26,9.9713034,4.62,20.25
E02006549,44.43054701,38.94,50.61,13.28348773,8.46,20.95,4.531809488,2.03,10.02,6.1126397,2.77,12.98
E02006550,48.81152135,43.2,54.99,15.16803733,9.74,23.63,5.628945354,2.54,12.27,8.6042542,3.95,17.75
E02006551,44.82323067,39.32,51,13.87188561,8.86,21.79,4.795301069,2.15,10.56,5.6856546,2.57,12.14
E02006552,55.76779952,50.14,61.77,17.77924188,11.55,27.23,7.090720771,3.23,15.18,11.5853246,5.42,23.1
E02006553,50.58770505,44.95,56.74,15.16309258,9.74,23.62,5.632397207,2.54,12.28,10.5945547,4.93,21.36
E02006554,47.38875646,41.81,53.58,14.45722071,9.26,22.63,5.199343975,2.34,11.4,7.833702,3.58,16.3
E02006555,56.03429801,50.41,62.02,18.54503137,12.08,28.26,7.504756241,3.43,15.99,12.0054441,5.63,23.82
E02006556,46.95002602,41.38,53.14,13.91365574,8.89,21.85,4.915195945,2.21,10.81,8.24244,3.78,17.07
E02006557,56.74546117,51.14,62.7,18.87196829,12.31,28.7,7.713911769,3.52,16.39,12.3400932,5.8,24.39
E02006558,57.42374435,51.83,63.35,18.68810379,12.18,28.45,7.494704393,3.42,15.97,13.3661674,6.32,26.12
E02006559,44.74366404,39.24,50.92,13.21037908,8.41,20.85,4.489501084,2.01,9.93,6.3654619,2.89,13.48
E02006560,47.5542589,41.97,53.74,14.56941777,9.33,22.79,5.288758197,2.38,11.58,7.7791986,3.56,16.2
E02006561,50.25366143,44.62,56.42,15.23042345,9.78,23.72,5.774735171,2.61,12.57,8.6036541,3.95,17.75
E02006562,47.92977034,42.34,54.12,14.22199888,9.1,22.29,5.199291158,2.34,11.4,7.9905526,3.66,16.6
E02006563,49.5924253,43.97,55.77,15.16949747,9.74,23.63,5.722161069,2.58,12.46,8.1220923,3.72,16.85
E02006564,51.90700802,46.26,58.04,16.99653837,11,26.16,6.68995903,3.04,14.39,8.5187889,3.91,17.59
E02006565,50.89189045,45.25,57.04,16.11527094,10.39,24.95,6.23658358,2.83,13.49,8.1227569,3.72,16.85
E02006566,50.53664168,44.9,56.69,16.05324549,10.35,24.86,6.176807249,2.8,13.37,8.2003004,3.76,16.99
E02006567,49.38888928,43.77,55.56,15.13358187,9.72,23.58,5.688859198,2.57,12.39,8.2126309,3.77,17.02
E02006568,60.35652288,54.84,66.11,21.44402097,14.15,32.08,9.151422613,4.22,19.11,13.5583828,6.42,26.44
E02006569,50.4804733,44.85,56.64,15.39849009,9.9,23.95,5.738998419,2.59,12.49,9.1598783,4.22,18.77
E02006570,57.01635246,51.41,62.96,19.26175878,12.59,29.22,7.839203629,3.58,16.63,12.8326247,6.05,25.23
E02006571,50.72852896,45.09,56.88,15.61942645,10.05,24.26,5.911871469,2.67,12.84,10.1583544,4.71,20.58
E02006572,55.7085504,50.08,61.71,18.42791329,12,28.1,7.540724464,3.44,16.06,11.1208006,5.19,22.29
E02006573,48.23890399,42.64,54.43,14.85515816,9.53,23.19,5.457350529,2.46,11.92,7.6654884,3.5,15.99
E02006574,48.24873606,42.65,54.43,15.04278983,9.66,23.45,5.531503477,2.5,12.07,7.8937907,3.61,16.42
E02006575,58.18391111,52.6,64.07,18.86674149,12.31,28.69,7.781475154,3.56,16.52,12.9796117,6.12,25.48
E02006576,51.11562592,45.48,57.26,14.81739921,9.5,23.14,5.500010249,2.48,12.01,11.1219088,5.19,22.29
E02006577,57.84331712,52.26,63.74,19.32791984,12.64,29.31,8.022845906,3.67,16.98,12.0881732,5.67,23.96
E02006578,57.97670767,52.39,63.87,18.75397851,12.23,28.54,7.594332443,3.47,16.16,13.421818,6.35,26.22
E02006579,55.58288501,49.95,61.59,17.59978982,11.42,26.98,7.046431481,3.21,15.09,12.0525701,5.65,23.9
E02006580,54.56886412,48.93,60.62,17.29595781,11.21,26.57,6.864761886,3.12,14.74,11.8895208,5.57,23.62
E02006581,56.98899935,51.38,62.93,18.49232773,12.05,28.19,7.478119372,3.41,15.93,12.6583902,5.96,24.94
E02006582,51.43784424,45.8,57.58,14.63011808,9.38,22.87,5.438566513,2.45,11.88,11.660371,5.46,23.23
E02006583,53.54578719,47.9,59.63,16.52871835,10.68,25.52,6.43331697,2.92,13.89,11.7019407,5.48,23.3
E02006584,60.22931846,54.71,65.99,20.55772105,13.51,30.93,8.684356289,3.99,18.24,13.2942595,6.28,26
E02006585,56.18141528,50.56,62.16,18.49563586,12.05,28.19,7.567613957,3.46,16.11,11.5123072,5.38,22.97
E02006586,59.86702,54.34,65.65,19.74076322,12.93,29.85,8.291740476,3.8,17.49,14.5349529,6.92,28.05
E02006587,61.24801768,55.77,66.94,21.29255153,14.04,31.88,9.079763089,4.18,18.98,13.4899799,6.38,26.33
E02006588,53.05919438,47.41,59.16,16.34234282,10.55,25.26,6.348880623,2.88,13.72,11.183885,5.22,22.4
E02006589,48.91220736,43.3,55.09,14.12319184,9.03,22.15,5.129639933,2.31,11.25,9.5531527,4.42,19.49
E02006590,52.62218011,46.98,58.73,16.45019146,10.62,25.41,6.405519293,2.9,13.83,10.7482991,5,21.63
E02006591,52.53779839,46.89,58.65,16.10034757,10.38,24.93,6.186968265,2.8,13.39,10.9378507,5.1,21.97
