MSOA11CD,Asian,Black,Mixed,White,Other,Female,Popudensity,Age17_29,Age30_39,Age40_49,Age50_59,Age60_69,Age70_79,Age80,Childrenemerg,Alcohol,HighSSB,COPDprev,OBprev,IMDdecile,DMprev
E02006045,0.5600672080649678,0.1866890693549892,0.1462385153305703,97.77840007467564,-1.1476825256583052,52.31516056758775,8.057725142181864,2.5114373141974995,9.494025392083644,9.904779686333084,13.414861837191935,14.36706497386109,14.703136669156086,10.950336071695297,5.19184512203752,4.533674184283021,2.2428565639415385,2.43,13.0,5,7.89
E02006046,0.3812941572277671,0.1009308063249972,-0.24204941809742905,98.5533251093417,-1.7179559379070068,50.18677213799165,0.7553481288220146,2.328397175640347,8.624478136673257,9.66820479015601,16.381015161502965,16.68863985937157,14.853878268512416,7.756537024829707,4.818667360250496,4.436751534363128,2.206638724864836,2.04,17.96,6,8.0
E02006047,0.684931506849315,0.1712328767123287,0.36350090900913223,97.56849315068492,-1.9878743481543455,51.50422535211268,0.6535321346669963,2.3385502416875608,8.991549295774648,12.12394366197183,17.701408450704225,13.780281690140844,13.419718309859157,6.467605633802817,5.08821342874163,4.341204640153626,2.178338678382848,1.75,11.15,6,6.82
E02006048,0.7514611745059838,0.320066796548845,0.1319994655788805,97.59254105204565,-1.6356624520701142,50.13040494166094,2.0761143595691447,2.53814269091538,9.361702127659576,11.585449553877831,15.75840768702814,13.34248455730954,11.708991077556623,5.614275909402883,5.220355825078324,4.416428061391214,2.2708892139296655,2.12,15.0,7,8.23
E02006049,0.9146341463414632,0.1524390243902439,0.127833371509885,97.47782705099776,-1.1433916598252185,52.16843872411864,32.37776878170058,2.397539102137979,10.898153329602684,11.2758813654169,14.395635142697255,13.55623950755456,14.53553441522104,7.484611080022383,4.94021282979971,4.216562194946349,2.2742295989866723,1.71,10.75,9,6.7
E02006050,1.3754689098556327,0.3182903262475844,0.8701116834528855,95.45299533932022,-0.7634237805602755,51.88422247446084,49.543223392123856,2.555915396973369,13.461975028376845,13.859250851305337,14.290578887627694,11.464245175936435,7.888762769580023,5.062429057888763,5.262690188904886,4.540098189244376,2.431721892272765,1.87,11.64,4,7.26
E02006051,1.7117223468303622,0.2479046157478456,0.19549532978617615,96.67099515995751,-1.8742843009819234,52.35644017387325,0.7941107672090066,2.499066580466421,9.1283459162663,10.844200411805078,14.756348661633492,14.596202242049875,12.99473804621368,7.801418439716312,4.987025428457122,4.321480134805848,2.1705507734818625,1.66,10.83,7,6.58
E02006052,0.8130081300813009,0.3097173828881145,0.34119898645328484,97.01897018970188,-0.7948008342864453,50.877192982456144,0.8433992605248551,2.3802904869213735,10.55192726341401,11.102573953131005,16.429760532718657,14.316813932641823,12.805736970162632,7.709053656037905,4.897093252697127,4.333361462692601,2.231738740586365,1.76,11.87,7,6.81
E02006053,1.0050251256281406,0.3409906676238334,0.5440090425562312,96.5721464465183,-1.024606875357614,52.17391304347826,30.53479357576604,2.491817894735213,14.963990397439316,12.545567706944077,13.470258735662844,11.087401084733708,8.615630834889304,4.178892149017516,5.099866427824199,4.477336814478207,2.4019292616769334,1.81,11.33,5,7.07
E02006054,1.418951418951419,0.2044252044252044,0.34140747180794395,96.4165464165464,-0.5921250665007172,51.956443699892304,21.589581642507785,2.4062689615525104,10.015555821467034,10.003589804953933,14.801962426708148,14.813928443221252,14.060069402895776,10.350604283833912,4.732683506287051,4.6443908991413725,2.206860590369874,1.73,11.3,6,6.87
E02006055,1.144996146647583,0.275239458328746,0.27850211526792384,96.7962127050534,-0.7713200092307538,50.78744554897799,17.657185120103904,2.6732354196703794,14.531441974757064,11.616218027476824,15.346811124762649,11.158270970624372,8.600469116497264,4.333742879481738,4.7535901911063645,4.514150787600923,2.495960101352665,2.16,14.58,6,7.41
E02006056,0.5519188807598511,0.1668591965087922,-0.3482211291102959,98.31857271210372,-1.3598220407887758,51.024824952259706,0.6018902121355972,2.322125582366729,10.630171865054104,10.617441120305536,16.804583068109487,14.525779758115853,12.183322724379376,6.645448758752387,5.198497031265826,4.345103280569283,2.1887085632476784,1.92,12.34,6,6.94
E02006057,1.348697132381825,0.3797302605735236,0.5396073743008587,96.16341495351578,-0.9343925672381376,51.66491872050341,4.361891308624971,2.401369233510108,9.596224436287365,11.667540639748296,17.76350288411117,15.797063450445725,12.36234923964342,6.803880440482433,5.034351820713572,4.6491870714048655,2.2558453417904896,2.1,11.88,3,6.83
E02006058,1.5127388535031847,0.6255686988171065,0.5342079840008899,95.93949044585987,-1.5319883309289257,50.72578816058064,1.4385249578437584,2.680689027666335,9.412565207530053,10.546609208437289,14.17555001134044,12.259015649807212,10.603311408482648,6.407348605125879,4.541164856012179,4.297285406218791,2.468993868720949,1.94,12.64,8,6.68
E02006059,0.6781128264319723,0.2308469196364161,-0.04893445390346775,97.74924253354494,-0.9427523299255645,50.85041430440471,0.513014961171943,2.2895627420207734,7.820904201192033,11.077191452245966,18.447448757086786,16.81930513155982,14.057275766826574,6.4544265154819005,4.52720864451838,4.180522258463153,2.0911167578250542,1.9,11.68,6,6.57
E02006060,1.5946439440048692,0.6451612903225806,0.4036375108891404,95.75167376749847,-0.6708772261999087,51.70632059601058,14.303060009909354,2.6216722124335448,12.412881518865657,12.220620043258831,14.996395097332371,10.718577265080508,9.925498678202354,7.426099495313626,5.0530560099802075,4.7086288943563215,2.4194915134244392,2.12,14.35,5,7.39
E02006061,0.9504485262708244,0.2669799231097821,0.3658171358157194,97.14865442118752,-1.6490858847265455,51.05954651409197,2.015558204288125,2.3654136341949346,9.896164441618987,11.538461538461538,16.285229921593558,12.990040262767536,12.84170375079466,7.628734901462174,4.954417614098027,4.485259889315534,2.207557662212448,1.75,11.24,9,7.18
E02006062,0.7869030390738061,0.1447178002894356,-0.2988391127551067,98.12771345875542,-1.6145159066610442,51.44596651445966,1.7742026830808768,2.2652785641689945,8.11173784582326,9.82182827468887,16.035455278001614,16.868117109857643,14.970006267347122,9.23986032769272,5.004617221770693,4.415219602029645,2.157069570978046,2.94,14.61,7,9.78
E02006063,0.3763752171395483,0.0868558193398957,0.08222286025783268,98.29183555298204,-1.8373699804801074,51.01317840442115,0.7561719521207709,2.258107565859791,7.099333994615275,10.500212554910018,17.95380473288933,15.941618251381604,14.949695337962307,7.552784469321241,5.269403356383394,4.318820558770089,2.085644252533657,1.64,10.55,8,6.34
E02006064,2.055234425176621,0.3211303789338471,-0.09210402123869198,96.48041104688504,-1.4644121403838428,50.84567982168612,37.48376925578387,2.3859404789591476,8.56168873738036,9.912154189065165,14.632227612429528,15.156680215025569,16.37603251606136,12.049298544644028,5.1101789244325175,4.674696248636701,2.1423833003892914,3.76,16.09,4,10.97
E02006065,1.2730959891843172,0.2929247408742677,0.373876306297279,96.52996845425868,-0.7970566439504569,51.46816232266579,22.46194633546335,2.5849743975493094,11.734301110744529,10.469591993841416,14.670625756076102,12.603101286704058,11.426371934455076,5.48773782030133,5.061961921261596,4.775756486563625,2.368036147646233,3.5,17.35,3,10.44
E02006066,0.7047216349541932,0.093962884660559,-0.8889488989105925,98.57881136950904,-1.5539252025038417,50.79586383176484,1.718331479635982,2.4585764319983014,10.79354014174509,9.654932032066922,14.871616126408735,15.08074822818636,14.000232369001974,6.866504008365284,5.279134547131263,4.470495282661489,2.179315564020871,2.72,13.24,5,8.69
E02006067,0.1121076233183856,0.3082959641255605,0.04975062526455662,98.332399103139,-1.6286801586564952,49.59429210968104,0.6677569104807268,2.341278354426532,8.939563514269725,9.988808058198098,15.500839395635143,16.24230554001119,13.192501398992723,8.701734750979295,4.821087692210561,4.3694478524670215,2.1337495971051332,2.63,11.66,6,7.98
E02006068,2.0963028840045737,0.3938508448735865,0.34375998915797523,95.42624825308091,-0.395478298602237,49.776472090943926,31.27280418432204,2.805846093213815,14.203601992591649,11.572359177417296,13.718227104355602,9.52867543747605,7.344488440413846,3.678630731894239,5.14166355650266,4.950177325059141,2.585338961774263,2.35,13.04,1,8.52
E02006069,5.058623298033283,0.6429652042360061,0.5036135978201379,90.9606656580938,0.5206111741887092,47.93051072716917,46.91132225344723,2.7811903159890643,17.57167267894437,13.821910005695845,13.679513954812986,9.417125498386175,6.797038162141636,3.8446933738370994,5.161351511474879,4.837075242970874,2.631747923733576,2.18,12.62,3,8.28
E02006070,1.6651563207974625,0.917535115541459,-0.14978024110220464,96.13729043951064,-0.8695956687443114,50.44877408056042,9.8653588551948,2.798412641182601,16.81260945709282,10.529772329246937,13.320928196147111,10.135726795096325,8.439141856392295,3.7981611208406303,5.058790335983303,4.592084946439436,2.4542247199079985,2.1,11.75,5,7.7
E02006071,1.023391812865497,0.2715121136173767,0.13863530454269843,97.2222222222222,-1.0961091584499911,50.40550251514219,5.387491427912652,2.6155079763174705,11.918694179242378,12.236936659480548,14.587824658659276,11.323272764603225,10.655990144749,6.3237860589261885,4.800736969532067,4.403054001865957,2.33252195968255,2.07,11.54,8,7.7
E02006072,0.3738118124532735,0.0747623624906547,-0.4122164599057061,98.72903983765887,-1.8313006438485881,50.52339243751335,0.8267244310466461,2.3764794127593896,8.417004913480024,9.634693441572312,17.27195043794061,17.218543046357617,15.135654774620807,7.199316385387737,5.075173815233827,4.447346100794524,2.1197481674204126,2.39,12.06,6,8.03
E02006073,2.0569822409607768,0.4471700523827775,0.6637161330295297,94.73616966909417,-0.20128130445707493,49.72642829876575,41.756381423115485,2.7618428084210414,14.925563048733936,12.838783560249396,12.800610764728336,9.606820206133095,6.972897315180049,4.199007507316453,5.228967288413243,5.071416766356115,2.49533530681902,2.32,13.58,1,8.46
E02006074,1.0285420416559528,0.4028456329819148,0.21738430558480892,96.65723836461817,-0.40264061014617386,50.81067597904715,2.36594604940936,2.639781627463937,14.126548598985616,12.114409245863474,13.86048058534963,10.684293672570051,8.680468944874034,4.489897730107259,5.031091302663638,4.487512142519859,2.3786133659037874,1.84,11.51,6,7.25
E02006075,0.9919520868425978,0.6924948530787947,0.18051069738999193,96.89313119970056,-1.4934657361816799,52.15469613259669,0.5619231790561788,2.4747260898558827,9.208103130755063,11.197053406998158,16.040515653775323,13.480662983425416,10.791896869244937,7.237569060773481,4.86830338551846,4.298645025734831,2.3244500725711967,1.46,9.52,6,6.04
E02006076,0.4952129415648728,0.2090899086607241,0.10569060313400351,98.08517662594916,-2.3122053363710373,52.6791478373144,0.9937398736007388,2.4102025820426376,8.844415752098127,9.45771465461588,15.805896277168069,16.37615666021089,14.676135140951152,8.715300193673338,4.7808027546312495,4.422448549172797,2.08051223078763,1.99,10.36,8,6.92
E02006077,0.6090719666613239,0.1282256771918576,-0.16311309257057316,98.22086872896296,-1.6484983563346947,53.64518147684606,1.6809884511436983,2.364460496712133,10.262828535669586,9.449311639549435,14.31476846057572,14.346057571964955,13.76720901126408,9.887359198998748,4.820281565605037,4.4953553199808844,2.114297744198029,2.18,11.22,7,7.83
E02006078,0.669002867155145,0.0955718381650207,-0.13230336618133653,97.96113411914622,-0.9207607265456067,51.57682150069909,0.9838658466418296,2.436582432664352,9.088084511418362,10.641603231318935,15.395370514214695,15.333229765418674,14.805033400652478,8.109367717881002,4.919980925828125,4.467056883858457,2.1353029195933484,2.09,12.06,6,7.96
E02006079,1.00418410041841,0.5140466228332338,-0.044614792758951395,97.2504482964734,-1.2911472115036833,50.32765399737876,1.4993173541477969,2.4995336526689136,13.28488025735732,10.699392350768498,13.987847015369953,13.058501131895628,11.461932562849992,7.244132014774217,4.998562712861986,4.6434288981051814,2.260422158148373,2.2,14.79,6,8.02
E02006080,0.4911165679618662,0.780008666762964,0.0800538188463764,97.1833020366893,-0.7716983918902076,44.576960853093865,0.9966695919485378,2.9933441288494067,12.81043917496843,10.14452083625649,12.852532622421776,11.701978392030307,10.340956924372106,4.9810579486459945,4.786658062033468,4.504244267398131,2.6008009844525097,2.19,11.44,7,7.41
E02006081,0.4162330905306972,0.1040582726326743,-0.27037405829199496,98.42178286507112,-1.2213503481540402,50.92150170648464,0.8268746754839584,2.3573705761016295,8.037542662116042,10.955631399317406,15.511945392491466,15.955631399317404,15.238907849829353,7.559726962457337,5.226284163648205,4.432006566978902,2.0958277637234737,2.13,12.87,5,7.94
E02006082,0.5931365626323966,0.2965682813161983,0.057487879872627774,97.92402203078662,-2.0627756563274633,51.14309906858594,1.6371251199013055,2.473885560535622,11.30397967823878,10.83827265029636,13.985323172452723,14.916737228337569,13.59017781541067,5.771944679650014,4.869839484130799,4.571613402459248,2.218189655086648,2.13,13.76,7,7.83
