"ols_resi","slm_resi","sem_resi_u","err_eps","sdm_resi"
-1.01543486205365,-0.590918579695833,-0.272696678957819,-1.38992640907541,-0.158969898232323
0.196915308792923,-0.0828576730111162,-0.178898248666202,0.375013800925464,-0.249315912923225
0.121998960916743,-0.0114545869263692,0.0819786230838745,0.415053651322663,0.0570842354950443
-0.205835662169882,-0.127463105046298,-0.118057371723335,-0.000742282610813806,-0.0981892615032377
-0.107181201107401,-0.331046195162539,-0.250676006268346,-0.0335016370823089,-0.261032675433778
0.18284007393546,-0.00878588270744806,0.196035546629194,0.14650953540248,0.143930832769169
0.337822645713867,0.0779580143959846,0.220884085229658,0.275258873211715,0.215827365895162
0.410357253169682,-0.181452094356455,-0.179361991419291,0.1881822286005,-0.311666005242103
-0.153548323016612,-0.392903026416535,-0.166887321408129,-0.250551289570198,-0.191985779579894
-0.497993691844545,-0.342490584197691,-0.260775777703973,-0.278248023153442,-0.251266218223141
-0.0145301892682358,0.21572021773531,0.405555452161429,0.541357437414661,0.380812862707676
0.00203572597071521,-0.457387314224475,-0.182203792651145,-0.101801251765437,-0.219743091620511
-0.176408511455662,-0.285548808093006,-0.137212013809173,-0.263730260247879,-0.158356906245039
-0.338276337181824,-0.241174881044798,-0.279676134876334,-0.336494307406753,-0.315759380329721
-0.238279752510215,-0.853713972766066,-0.662350125809007,-0.346461838320143,-0.796672470273496
0.0226620208102093,-0.0348003210010975,0.23291108495212,0.336008307381413,0.141316194290914
-0.032967795318559,-0.307109535616084,-0.146119355744377,-0.0524512279192458,-0.223865477171562
0.0547127729221017,0.0180560210238344,0.297130126508058,0.188123343224977,0.265314631241449
-0.193307608834131,-0.218294391236536,0.031244415930617,0.081153748335146,-0.00128190107598551
-0.333959721245694,-0.435425229313573,-0.171670802026086,-0.20309529170302,-0.192188784910558
0.206308194319428,-0.387656823097643,-0.184037278057566,-0.0901142618114852,-0.313733523658925
-0.24914328568749,-0.432168472799843,-0.252720032113613,-0.18775911660823,-0.323160651910168
0.244143811559282,0.123110389056644,0.197781285512685,0.115314476255008,0.109727018706521
0.413303952412341,0.219215254392601,0.149831081365608,0.247094512914704,0.13608601774071
0.563031340860583,0.146001241264789,0.201026671319237,0.318201841136234,0.177240106653573
-0.18998834949025,-0.043362098460056,-0.265310439359162,-0.208854562715176,-0.306676821919913
0.215896374641171,0.070540279410389,0.0133842134764762,0.0551939399651248,-0.0177526859526068
0.642104876942818,0.271222378490976,0.218567141972529,0.315469536999581,0.203460080422556
-0.365424866308827,-0.262699559272172,-0.159829679845066,-0.166352483833444,-0.153864771278505
0.189444189749814,-0.0228528795372462,0.0497851074184105,0.045229775519321,0.0464464825429582
-0.0290672519745524,0.0857064707850109,-0.0833446949463172,-0.0132462761483323,-0.0363369637494564
0.111391786529215,0.166176435185206,-0.00340207376941417,-0.00559419425734746,0.0146257051890304
0.130483508197546,-0.128581902533663,-0.100475869163143,-0.0822765046740506,-0.108630670264869
-0.0240060640715832,-0.0657459994435616,-0.13910666919834,-0.146849772437869,-0.154187557353866
0.0855415184300087,0.216901432845084,0.122423150992169,0.0573291127200076,0.0961584815489177
-0.0333171421384778,0.0352128768500166,-0.0113694443071466,0.0633984981030225,-0.0879190562038583
0.3959091161764,0.412791726158222,0.495764476645016,0.288017276857786,0.502751145653385
-0.24782874776816,-0.32052175576707,-0.311094321208798,-0.373987913244733,-0.342778918083072
-0.195802300845822,-0.101847961245868,-0.116685435799,-0.233126442142435,-0.145073203597329
-0.108107945744263,-0.196829527208304,-0.278719688518659,-0.0952007937369329,-0.312373298206828
0.086641719214914,0.0154587424319727,-0.112556597930083,-0.0795603386043423,-0.104790112730644
0.295412209729533,0.351442538122563,0.367517955711522,0.239884803386617,0.358467746508848
0.321120428407443,0.23157487410266,0.265941655357127,0.210025693682001,0.252673041523391
0.0182472579966073,0.309552176748022,0.201936985041631,-0.155797799829039,0.218412452781108
0.256907863974054,0.168490244464369,0.0618930500992562,-0.00838432659303655,0.0530307808252939
0.272934417208762,-0.15111423565529,-0.0339906725104561,0.221710059718947,-0.0629003821273051
-0.138866664709001,-0.219549982896787,-0.157105169588802,-0.217751835441444,-0.0957113584345178
0.380164383095762,0.230769489096065,0.072291747361551,0.0346299470924962,0.042049453299661
0.18626715899695,0.545119439061961,0.414527587727261,0.122386984080953,0.449518735653379
