"Asian","Black","Mixed","White","Other","Female","Popudensity","Age17_29","Age30_39","Age40_49","Age50_59","Age60_69","Age70_79","Age80","Childrenemerg","Alcohol","HighSSB","COPDprev","OBprev","IMDdecile","DMprev"
0.618450074107838,-0.187111983923258,1.2945666788403,-0.665753915768815,1.43492188450209,-4.90922839210169,0.0530857469948884,2.38085352580564,2.80220243586326,-0.0106428463924978,-0.806096660132008,-1.00978410928802,-0.925543270864237,-1.05469634605182,-2.134027088192,-1.06470075356461,0.169932865160274,-1.88953821566434,-2.58028320039229,0.522369275812367,-2.87856241650423
1.03444986374264,2.69834824799024,1.13568238400672,-1.71356067875688,0.913569610798165,1.36760244968747,0.0904906740294232,0.182083196670337,0.546132428982759,0.910983016837317,-1.49726635438356,-1.50387326294438,-1.04276170755958,-0.495520023267869,-1.75921784372731,0.404435077850901,0.679069266068469,-0.746433116751918,0.261837978047236,-1.2180927750373,1.21535862796949
2.00872153471362,1.84985772043018,0.893944075215589,-2.12903724221051,1.26514976336188,-0.36392977928132,0.533652414936322,0.555660932597456,0.953599013480986,0.269861886117174,-1.11462434095357,-1.01422852371585,-1.17602751076386,-0.669701227250706,-1.60393899432439,-0.603430280094372,0.671930540940997,-1.12746814972273,0.199647142632804,-0.521907954697432,1.2333144220242
0.54322567457965,1.63540035632763,0.706680837950036,-0.997870728770421,0.99633305392328,-0.250076861172028,-0.211097650783269,0.41776407985058,0.284440032035693,-0.0367482278557951,-0.546704392525223,-0.461778929741217,-0.797952170686985,0.275265447940668,-1.8885707623297,-0.437528915148524,0.622966722870903,-0.680737421412124,0.955265792918148,-0.521907954697432,0.856242746875305
1.63513588163308,2.17523109346249,0.932812587722121,-1.94005241675303,1.05503936002986,0.467184096939396,1.56534272448096,0.246842654950309,0.815780950916954,1.43375110175031,-0.7758233706639,-1.74732856204882,-1.53521692503287,-1.18893274293617,-1.3750622761315,0.0164246043201026,0.937882542904975,-0.641320004208247,0.569682613348672,-0.870000364867365,1.02383015805259
0.452322773209125,3.50988334051359,0.892663240609403,-1.6020936661998,1.15324272296377,0.891755502882469,0.631303194507926,0.440193782071315,0.661718606869621,0.899515449160978,-1.04136955651711,-1.2681118373269,-1.34489889967717,-0.939268264941982,-1.72510029361024,0.064444544396947,0.950617020779354,-0.562485169800493,0.544806279182899,-1.2180927750373,1.05375648147711
0.7654785681515,2.43645736843996,0.861175986276326,-1.41788454580554,0.963256434312664,0.436910407795319,1.57681079216012,0.165753210028057,0.375622744606654,1.49401710391013,-0.18615110471795,-1.10700773287567,-1.35865288528853,-1.29718625317633,-1.80935811675027,0.596102455289646,0.781950744387388,-0.339119805645192,0.902403582815881,-1.2180927750373,1.38294603914678
1.1790707574303,2.99668706443605,1.09789462426759,-1.95597127091906,1.17636310777962,-0.254386755765211,2.64833021750416,0.628267925789968,0.748662123377324,1.15112514894112,-0.850766238262908,-1.69236157557306,-1.78893590099675,-1.40345839293665,-1.53333769832154,0.194737424575885,1.12921865208749,-0.641320004208247,0.523039486787848,-1.2180927750373,1.20937336328459
0.532804754948462,2.52600490178089,0.820675641814856,-1.28301985919501,0.943927092773519,0.970740865886513,1.32901174994261,0.379798650978981,0.63863906867269,1.03313927179612,-0.39037550046461,-1.12136849766634,-1.5047292013962,-1.26507247956754,-1.66193159520647,0.36414340401894,0.773315873686852,-0.641320004208247,0.868198623337943,-1.2180927750373,0.760478511916856
0.997135433332062,2.53611353041366,0.546305082453243,-1.56948943678372,0.989341184766052,0.253014887456785,0.236067979354328,0.556340588598552,0.33932406216112,0.510551321105241,-0.54150169991312,-1.12725929922297,-0.942010863067787,-0.468701610809309,-1.69889094126695,-0.26057086054476,0.732823230103067,-0.615041726072329,1.0920856308299,-0.521907954697432,0.856242746875305
3.83656373738861,0.79932520150382,0.452480096452221,-2.88348109858645,0.985926538858661,-0.848413340461759,1.47276021029929,1.10774712867972,0.108477880618575,0.921187536140725,-1.22637479531325,-1.27997396199857,-1.21699943638732,-0.873081734970558,-1.18387731903714,-0.371051219908262,0.962824274354195,-1.02235503717906,0.0379509705552818,-0.173815544527499,1.68819453807684
0.614208022041871,2.63404271854066,0.952767940999902,-1.33192607411891,0.557761898707025,0.852545464602711,1.01056125002082,0.37501791320008,0.496344173273496,1.3813133164883,-0.949863789650095,-1.22388233125834,-1.16948968558075,-1.35086142958727,-1.83285258351257,-0.313457151878418,0.925710975739517,-0.549346030732534,0.495053610851354,-1.2180927750373,0.724566923807437
0.508358935079148,2.37685880465383,0.464531147023227,-1.12874779508187,0.650483455864068,0.377860281225776,1.26789441016693,0.302174295002133,0.555528720485728,1.30459882757517,-0.565899132274935,-1.14938043625167,-1.10544895895848,-1.16686715203927,-1.56133311192821,0.342248017870207,0.720677807755482,-0.496789474460698,0.986361210625364,-1.2180927750373,0.832301688135692
0.378622022886438,4.23643042717134,1.11949433204621,-1.74988715235528,0.784274375078867,0.58298402022433,0.674631483070829,0.382333334262497,0.639736289910649,0.941603272772482,-0.440770767062885,-1.36047496189741,-1.35339415498176,-1.33676043200841,-1.75921784372731,1.10609425549235,1.08413085767984,-0.417954640052945,1.26932951176103,-1.2180927750373,0.922080658409239
2.13363230710028,3.59433059278501,1.1738545914037,-2.80358747345061,1.20853643230661,-0.422665308813946,2.32095107128972,0.775432793881409,2.42642984417095,1.3664071785036,-1.99057530335504,-2.4056943868532,-2.15544407662327,-2.01156414045572,-1.35234523046047,-0.60757977188974,1.42208932430772,-1.65303371244108,-0.288550915370484,-1.2180927750373,0.497126865781119
