MSOA11CD,asianr,blackr,mixedr,whiter,otherr,femaler,popudensity,Age17_29r,Age30_39r,Age40_49r,Age50_59r,Age60_69r,Age70_79r,Age80r,LowFV,HighSSB,childrenemerg,alcohol,copdprev,obprev,Imdscore,Imdrank,Imddecile,Imdquintile,prevalence
E02003196,2.2740524781341107,0.20408163265306123,1.4188532555879496,95.74344023323616,0.3595724003887269,51.823322932917314,16.732098745795813,10.364664586583464,7.117784711388456,10.764430577223088,16.69266770670827,14.99609984399376,13.991809672386896,11.242199687987519,4.606432871,7.9114893,162.0,71.7,1.69,9.78,3.7326538424171765,6744.0,10,5,7.15
E02003262,30.52104745732416,17.31164536598445,4.852980605952275,44.71355795870945,2.600768612029672,50.341542333273416,61.80073149539496,15.890706453352507,13.284199173108036,13.419018515189645,11.64839115585116,9.778896278986158,6.399424770807119,4.413086464138055,7.926222812,11.5924847,216.3,119.0,1.15,10.41,29.137533943477823,1641.0,3,2,11.58
E02002932,2.087053571428571,4.620535714285714,3.1473214285714284,89.22991071428571,0.9151785714285715,50.11683542895293,24.406279583562462,16.112162011794815,14.176032046289084,13.074440859018582,14.253922332257707,8.567931456548347,6.787582062979859,3.816624012462446,8.436995798,13.0695913,214.6,116.2,1.99,14.82,31.144963214047568,1423.0,3,2,8.85
E02003197,1.6232816613044752,0.49722140976893825,1.3307984790874523,95.97835624451594,0.5703422053231939,52.27340711935388,20.865846362285364,11.501645228836374,12.324259647023633,12.877654801076876,13.864792102901585,13.834878851331139,10.409811546515106,4.845946754412204,6.187732519,10.58047,152.4,93.5,1.87,10.97,15.53637623470441,3979.0,6,3,7.81
E02003036,10.459624467227279,5.321967515263219,5.598433360211957,75.39453979956227,3.225434857735284,48.76302083333333,114.75139174064638,51.009114583333336,16.75347222222222,7.736545138888889,6.705729166666667,5.013020833333334,2.918836805555556,0.6944444444444444,9.877762685,21.1638918,129.2,167.8,0.62,3.34,21.71912790943716,2721.0,5,3,2.38
E02003263,38.921001926782274,9.310211946050098,4.624277456647398,43.80732177263969,3.3371868978805397,49.61252089348123,65.64178786663564,16.099376994377753,14.161981461783924,13.21987539887555,12.32335511320468,8.395380641239933,5.857772375018994,4.946056830268956,6.30511966,12.1412062,194.8,117.0,1.24,9.96,21.859479287999346,2693.0,4,2,10.32
E02002933,4.475,1.2625000000000002,2.0500000000000003,91.8,0.41250000000000003,52.32441889527618,32.256474567265904,13.646588352911774,11.84703824043989,10.222444388902774,16.295926018495376,13.021744563859036,10.484878780304923,7.5606098475381165,5.819224919,10.5740394,223.8,101.2,1.85,13.46,13.813798727517435,4440.0,7,4,8.44
E02002984,4.1125936757448365,0.3472856881740084,1.0784134527508682,94.02303052458417,0.4386766587461159,50.092216894135014,17.83820880851363,10.51272593139063,10.881593507930653,12.541497602360751,14.662486167465879,14.791589819254888,14.219845075617854,6.860936923644411,4.609669529,8.7469076,164.4,110.4,2.47,12.61,9.12859802513465,5783.0,9,5,8.26
E02003198,2.490066225165563,0.4635761589403974,1.7218543046357615,94.83443708609272,0.490066225165563,51.627906976744185,39.20532894715663,13.063122923588038,15.14950166112957,13.83388704318937,13.35548172757475,10.737541528239202,8.079734219269103,4.425249169435216,6.234949173,11.915992,207.2,97.0,1.85,10.97,16.041179697440974,3860.0,6,3,7.81
E02003141,1.8213792237156134,0.8667252857681196,2.361512372817485,93.99572917975128,0.9546539379474941,48.53236327145007,96.95998983941313,17.599096838936276,15.4039136979428,12.882589061716008,14.41294530858003,11.414952333166081,6.886603110888108,3.763171098845961,6.987718153,13.5018046,210.6,105.0,3.27,12.94,33.33127875996016,1190.0,2,1,7.88
E02003037,6.610484841851812,1.4446754952391374,4.355915508372552,85.29057677574696,2.298347378789537,50.61689002339927,113.18098810232641,49.53201446500744,16.368857689853222,8.051478408849182,7.530312699425654,5.1372048500319085,3.318442884492661,2.446288023824718,8.639336185,19.5895192,100.8,88.2,0.61,3.18,9.190915748836154,5767.0,9,5,2.4
E02003264,45.82275911075018,6.141508476296822,4.5071566338442794,40.351233377322096,3.1773424017866203,49.95465994962217,43.94855552952487,15.808564231738034,12.201511335012595,14.176322418136019,12.916876574307304,8.997481108312343,6.367758186397984,4.926952141057934,5.142175058,10.9247541,268.6,77.7,1.14,9.41,10.209213553649864,5487.0,9,5,9.33
E02002934,12.147716229348884,2.623906705539359,2.9640427599611274,80.27210884353741,1.9922254616132167,51.54020752269779,18.7430311499872,14.169909208819714,11.948767833981842,12.24059662775616,15.20752269779507,13.683527885862517,9.56549935149157,3.745136186770428,6.337548978,10.8521679,302.5,94.1,1.82,12.13,17.583420524820323,3515.0,6,3,8.22
E02002985,1.4584560989982323,0.8397171479080731,2.6075427224513845,94.79964643488509,0.29463759575721865,51.43678160919541,13.144125786305372,13.132183908045977,16.106321839080458,12.543103448275861,11.192528735632184,10.114942528735632,9.49712643678161,7.7298850574712645,6.654214338,11.1838946,139.5,98.1,1.61,12.77,15.33697340134815,4034.0,6,3,6.99
E02003199,1.8477457501847747,0.5596029986273888,0.9819448843839088,96.24115721676696,0.36954915003695493,52.013173271008185,25.52056560416254,12.599596302985233,13.045787740359078,11.590353766068203,14.596834165515777,12.875810049930948,10.559864017847657,6.342292574099649,5.987346671,10.10743,191.8,94.2,1.91,11.17,15.40945108636904,4014.0,6,3,7.54
E02003142,1.727509778357236,0.6627553237722729,1.857887874837027,94.87179487179486,0.8800521512385919,51.45411460577337,39.18259001529758,14.939681171908662,14.61654459284791,12.128392934080138,14.282636794485134,10.631193451098664,9.080137871607066,4.125376992675571,7.894097501,12.3898583,230.5,103.2,3.2,19.3,35.28916941882908,1020.0,2,1,8.31
E02003038,5.417086875090045,5.5323440426451524,4.322143783316525,82.88431061806656,1.8441146808817175,50.54011234336742,74.23686968319673,16.088146334437564,18.680685582601182,13.510010082097077,13.034711219933746,9.376350280858418,6.596572086994095,3.8600028805991644,6.582505515,13.0848596,100.7,147.8,2.1,12.1,25.46131220657277,2161.0,4,2,7.42
E02003265,8.73102610807529,5.646630236794172,3.9951426836672734,80.44930176077717,1.177899210686096,50.181203189176124,28.909481451946355,12.72046388016429,14.230490456632037,11.741966658613192,13.626479826044937,12.70838366755255,10.4493839091568,5.303213336554723,5.711782291,10.6402367,207.9,98.1,1.53,10.61,16.8371486287953,3662.0,6,3,8.59
E02002935,6.626328217237308,2.036599763872491,2.6711924439197166,86.39315230224321,2.272727272727273,50.53183738889698,26.365823078761238,13.958910097624946,13.609208800815969,11.277866822089464,14.454320268104329,11.39443392102579,9.864490747486522,5.857496721550342,6.303126485,10.8701201,223.1,123.7,2.09,13.81,22.150036285362855,2639.0,4,2,8.76
E02002986,1.7900269924705214,0.6819150447506748,2.5998011081119476,94.5588862054269,0.36937064923994883,52.72018923055517,36.05465616585442,15.36106859607625,17.50382635313761,10.630304716849869,11.632113538333101,9.419785724224294,8.584945039654933,5.871712814804509,7.168471894,11.1952775,155.2,100.4,1.71,13.62,19.754397294207315,3078.0,5,3,7.33
E02003200,2.682176504518362,0.7786964045375889,2.4322245721976543,93.03980003845415,1.0671024802922515,51.08162676665705,39.12412365447735,14.613979425055282,13.460244207287761,12.143063167003172,13.479473127583885,11.0277857898279,8.69147197384867,5.8840496106143645,7.460310799,11.6078572,217.6,115.7,1.99,10.28,27.05215573286052,1930.0,3,2,6.84
E02003143,0.5189838841846489,0.28680688336520077,1.1062551215514886,97.78748975689703,0.3004643540016389,51.39811738648948,37.89989048117465,12.790697674418606,12.887596899224807,11.738648947951273,13.178294573643413,13.496677740863788,11.088039867109636,6.035437430786268,6.144496768,10.639461,233.1,73.1,2.41,14.57,14.651999485861182,4219.0,7,4,7.37
E02003039,7.731665719158613,8.027288231949973,5.65093803297328,76.69130187606595,1.8988061398521887,50.03445107946716,75.3984960997011,17.007349563619663,20.16536518144235,14.22829581993569,12.459807073954984,8.176389526871843,6.051906293063849,3.651814423518603,7.215404843,13.5590878,93.3,175.3,1.96,11.04,31.44180104166666,1400.0,3,2,7.27
E02003266,26.79454221870674,14.999011271504845,5.774174411706545,49.63417045679257,2.798101641289302,51.12466260121964,59.54694256214383,15.96521043686894,13.915825252424272,14.145756273118065,12.956113166050184,9.027291812456264,4.348695391382585,3.199040287913626,8.163181091,11.9936952,260.7,134.0,1.69,13.24,31.93294309111641,1352.0,2,1,11.04
E02002936,12.71847270771713,5.117863224881241,3.8988975531056735,76.16742852021152,2.0973379940844312,49.04699165568731,17.810579100913255,17.584541062801932,17.51427316644708,14.45761967501098,11.892841458058848,7.211242863416777,4.699165568730787,1.7479139218269653,7.825694754,14.0515387,190.2,123.8,1.93,11.55,27.901311430451955,1811.0,3,2,8.33
E02002987,1.681109185441941,0.3639514731369151,1.5251299826689775,95.96187175043327,0.4679376083188908,51.18507312153303,12.267383980012902,11.884350310976636,11.312825684989074,12.220541267439906,13.212304589006555,12.035636241385108,12.892923180366447,8.001344763825854,5.148025096,9.4065282,108.1,76.0,1.58,12.44,6.113242970439799,6464.0,10,5,6.76
E02003201,3.6910947858806664,0.8242250492743236,2.3472495968464435,92.08027235262499,1.057158215373589,50.524993269317065,45.37960988926426,14.430584223279189,15.42672529839361,13.093421879206677,14.044691734721349,9.916539531544467,8.202458942834067,4.487121959974872,6.806237226,11.9490301,215.5,124.6,2.15,10.77,23.54738128217127,2429.0,4,2,7.31
E02003144,5.623529411764705,2.2941176470588234,3.2235294117647055,87.02352941176471,1.835294117647059,48.58019082235347,97.33526359919229,49.14811449341209,14.141299409359382,8.621081326669696,7.30349840981372,5.224897773739209,4.29350295320309,2.862335302135393,9.703823175,23.5800542,203.5,122.1,1.93,12.69,23.52529083305075,2432.0,4,2,5.58
E02003040,4.05926527298559,5.662675055814898,5.703267708544754,82.25086259387051,2.32392936878425,49.499139937266015,74.23405407682709,17.56551654355965,29.42426388748356,14.742487099058991,9.936254173833856,5.443691186886572,4.603865223110391,2.9140949104522917,7.160180222,14.7839445,103.2,146.3,1.76,8.95,28.191806089908447,1764.0,3,2,6.53
E02003041,5.072463768115942,1.2077294685990339,4.074074074074074,87.97101449275362,1.6747181964573268,50.150817590093666,55.73809304361492,36.259723765677094,16.97094776948722,8.239403079853945,8.445785045245277,8.525162724241943,7.366248610890618,4.03238609303064,7.842542663,16.3776036,98.6,98.8,0.55,3.29,7.7591871224165345,6115.0,10,5,2.28
E02003044,3.3909357678513206,3.342028040430388,3.928920769481578,88.44147375285296,0.8966416693837626,49.36502767828069,44.82395527702933,14.685770107456856,19.45620319114295,12.618039726473462,13.464669488765873,9.036144578313253,8.352328231846304,5.014653207424292,5.661908317,12.1136783,82.6,113.0,1.89,10.38,16.737365853658538,3686.0,6,3,6.95
E02003045,5.588447653429602,3.335740072202166,5.184115523465704,84.14440433212997,1.7472924187725631,51.13186191284663,111.7854242211603,46.20826259196378,14.233163554046408,8.729485002829655,8.347481607243916,6.791171477079796,5.758347481607244,1.4289756649688738,9.555720336,19.8572104,104.8,132.2,0.6,3.35,14.060309893704007,4376.0,7,4,2.34
E02003046,3.1625300240192153,3.732986389111289,5.134107285828663,86.82946357085669,1.1409127301841473,51.06084867894315,55.70448122793827,17.544035228182548,22.347878302642112,14.531625300240192,11.579263410728583,7.796236989591673,5.214171337069655,2.4519615692554044,6.778968854,13.5341689,114.0,118.4,1.91,9.44,19.71676064549714,3087.0,5,3,6.2
E02003047,2.26537216828479,1.9507371449119022,3.5958288385472854,91.21718806184825,0.9708737864077669,49.83719247467439,58.132614838429404,24.095513748191028,20.522793053545584,13.431620839363243,10.980463096960927,7.57959479015919,4.802821997105644,1.808972503617945,7.222733052,14.4142786,86.7,127.7,1.89,9.04,16.461513333966025,3758.0,6,3,5.04
E02003048,5.741907133440749,2.651237732532591,4.599384795664275,85.557345832723,1.450124505639373,48.78734102336587,75.84386998128498,20.408163265306122,24.711623779946763,16.149068322981368,11.06181603076013,7.468204673173617,3.6675539781129842,1.0351966873706004,7.316232475,15.0666778,69.7,125.2,1.55,7.41,20.639735701906414,2921.0,5,3,5.01
E02003049,3.34427057041898,2.4608783442705704,3.760726905603231,89.56335184250379,0.8707723372034326,49.87415051598288,25.34430987309104,14.837654165617922,17.9713063176441,14.334256229549458,11.766926755600302,9.136672539642587,8.02919708029197,4.29146740498364,6.563956498,12.2640805,129.6,141.2,1.95,9.76,23.64170667016807,2415.0,4,2,6.39
E02003050,4.58607483060002,3.270156142590592,4.006677796327212,86.2712363743494,1.8658548561327704,47.765582124656994,69.00056058021025,26.842414739317917,26.15640925127401,11.368090944727557,8.673069384555077,7.124656997255978,4.48843590748726,3.3222265778126223,7.867449583,15.4455738,109.3,154.4,2.05,9.67,29.433205658557494,1603.0,3,2,5.52
E02003051,5.0,4.749340369393139,4.736147757255937,83.37730870712402,2.1372031662269126,49.55894145950281,78.15679382882753,19.473402833466988,22.079657845495856,14.554931836407379,10.358192996524993,6.241646618551189,3.982892274792836,1.4300989040363539,8.034529341,15.0225147,71.4,132.0,2.04,9.61,24.567331369449636,2282.0,4,2,5.41
E02003052,1.92334301923343,1.0516120105161202,2.9334440293344404,93.59346893593468,0.49813200498132004,51.310497850506174,41.30720615553606,18.818471779226183,20.0804326723062,13.326861739009846,10.66426293163223,8.487033698516155,6.8506448481486615,3.2727777007349883,6.180313821,12.9240419,115.6,134.3,1.89,9.16,17.34301175958188,3573.0,6,3,5.1
E02003053,5.375347544022243,2.0273401297497684,3.8345690454124193,87.73169601482854,1.031047265987025,49.97139915341494,60.938166771072744,15.52453952636998,15.867749685390686,15.04404530374099,13.327994508637456,9.644205468481868,6.200663539640773,4.587575792243451,6.072217468,11.8914498,91.0,104.8,1.81,8.48,17.54797179518218,3527.0,6,3,6.18
E02003054,4.111175448755066,2.1424435437174294,3.5610885929357265,89.18645049218298,0.9988419224088014,50.280615915959125,28.429860325938872,15.613757375161894,16.865736077133402,14.088358037127643,13.037847172255002,10.202906893078142,6.9650309397035555,4.604979133688301,6.288381412,12.3854582,86.4,132.0,1.94,9.49,23.12374669128963,2491.0,4,2,6.49
E02003055,4.117840324170408,4.577811849742635,4.4025846019055965,85.83944803416931,1.0623151900120469,51.1374768694895,64.83156020227564,18.09078045063677,16.51246326330685,14.106890170893655,10.98291063459236,8.022205290083814,4.832916077065418,2.4055730924131926,9.395673809,13.8120449,106.9,162.1,2.79,12.46,48.653281563593936,344.0,1,1,7.56
E02003056,4.017160686427458,4.53718148725949,3.2241289651586063,87.16848673946957,1.0530421216848673,51.32603245810793,41.6805722933594,16.875577252935745,15.18670009236047,13.088797994458371,12.099221533183798,9.038131679641113,6.5971764084971625,2.6784536218498483,9.24074976,13.317375,127.6,175.7,3.37,14.8,54.558656451400765,166.0,1,1,8.5
E02003057,1.912875743449606,1.4627873332261694,2.7648288056582544,93.10400257193378,0.7555055457321974,50.40341718082581,26.42723470347711,13.732004429678849,17.86109792754311,12.529663028001897,11.422243315931023,10.536307546274323,8.527131782945736,6.0908084163898115,6.232378022,11.9741574,105.8,109.0,2.28,12.93,21.010312153303076,2851.0,5,3,7.18
E02003058,3.4982762117217603,2.271344554857027,2.737781383086595,90.52930440073007,0.9632934496045427,50.9940458169341,37.49088638337673,16.31849833484711,16.187304470683216,11.45423352507821,11.38359067514381,10.112019376324554,8.20466242809567,5.429407609244122,7.034794071,12.510635,105.7,141.1,2.3,12.45,30.95749957090753,1445.0,3,2,8.34
E02003059,2.287241942670429,1.6040398039506905,2.673399673251151,92.75211644140799,0.6832021387197386,51.976137211036544,40.925481328873055,18.478747203579417,17.643549589858313,10.723340790454884,11.096196868008947,9.231916480238628,7.009694258016405,5.533184190902312,7.165117913,12.4234752,111.1,111.3,2.72,13.08,31.34108612993883,1406.0,3,2,7.65
E02003060,2.562020748759585,1.6418583671628326,2.435723951285521,92.75597654488047,0.6044203879115922,51.22476446837146,36.442147623423516,14.634365186182144,13.378196500672948,11.161956034096008,13.135935397039031,11.377299237326156,10.255720053835802,7.824136384028712,6.59992902,11.3940108,86.7,119.5,2.45,12.9,25.516426306141156,2147.0,4,2,8.48
E02003061,1.005426109160549,2.6172997127353974,3.3833386530481966,92.54707947654006,0.4468560485157995,52.67857142857143,52.016468030602894,15.487012987012989,16.76948051948052,10.974025974025974,11.85064935064935,9.512987012987013,6.1688311688311686,3.9935064935064934,9.304929598,12.933083,125.3,176.1,3.1,14.05,46.72386258526035,430.0,1,1,8.56
E02003062,2.682313495389774,1.7267393126571668,3.0678960603520538,92.1709974853311,0.3520536462699078,52.50164581961817,47.803278995511675,17.149440421329825,14.368005266622777,11.306780776826859,12.310730743910467,9.34825543120474,5.892034233048058,5.1020408163265305,9.463007546,13.3372772,85.7,183.8,3.3,14.81,59.735585473720015,82.0,1,1,8.86
E02003063,1.6888644789235205,0.6041466428669504,1.4691747906082657,95.66112865577372,0.5766854318275436,50.683829444891394,43.64971552468899,13.032984714400644,13.193885760257443,10.726736390453205,11.839635290962725,13.622955215875571,11.799410029498524,7.334406006972379,5.094372808,10.3238927,112.4,106.0,2.18,12.19,14.350867544978042,4303.0,7,4,8.07
E02003064,1.7411256579835337,2.4159805641787013,3.2662977459846134,91.83425563503846,0.7423403968146849,53.045389887495155,36.93669891856056,17.987844303633775,16.73347989137463,9.996120522436312,11.832406569248674,7.746023535497219,3.607914134229924,3.5432561748351223,10.91977159,14.0379257,125.7,172.9,3.3,14.94,68.85512969134909,18.0,1,1,8.76
E02003065,1.8395503321410323,0.4905467552376086,2.1461420541645375,94.59376596831885,0.9299948901379662,51.3253505270699,37.44656759046061,11.104288199774844,12.189131102241326,13.611708115853036,14.33834817316549,11.360147374884862,11.544365980964077,7.993040630437008,5.98280134,9.9100015,90.9,103.2,1.74,8.42,7.853351469668541,6094.0,9,5,6.17
E02003066,0.8796220882879948,0.24433946896888745,1.1239615572568822,97.42629092686104,0.3257859586251832,51.125506072874494,23.82181689250365,8.323886639676113,8.421052631578947,12.113360323886639,14.801619433198383,15.854251012145749,14.834008097165993,8.080971659919028,4.504712159,7.6642262,80.6,79.8,1.73,8.01,5.398402039809179,6586.0,10,5,6.07
E02003067,1.6125091619838747,0.2809675054971903,2.211092108477889,95.44344001954556,0.45199120449548014,52.44686109738013,23.40881315890884,11.418685121107266,11.171527434503213,15.867523479980228,13.371230845279289,9.886307464162135,9.948096885813149,5.771131982204646,5.459547392,9.9443218,90.2,90.4,1.73,8.61,7.385841618948464,6196.0,10,5,6.19
E02003068,0.9869967100109666,0.45433181889393703,2.3499921666927777,95.78568071439761,0.42299859000469997,49.82028441944053,3.535635404347118,11.751836224410065,11.095483669323333,12.392561337709017,14.439756211908112,12.08001250195343,12.392561337709017,7.329270198468511,5.813550711,9.3216491,86.6,96.2,1.97,9.35,10.947686029764762,5243.0,8,4,6.65
E02003069,0.7048458149779736,0.4933920704845815,1.1101321585903083,97.3568281938326,0.33480176211453744,52.80545359202936,8.436404577307588,9.57874497465478,8.075511274252753,11.571403600769097,15.486803006467401,14.64778884810348,14.26324069218668,10.819786750568081,4.838154067,7.7823568,86.1,90.1,1.92,9.39,6.487790025298157,6403.0,10,5,7.4
E02003070,1.7664670658682633,0.42664670658682635,2.2080838323353293,95.05988023952095,0.5389221556886228,51.25931445603577,2.215691638803833,8.874813710879284,9.642324888226527,15.938897168405363,14.947839046199702,11.348733233979136,11.005961251862892,6.721311475409836,5.082586597,8.6776698,71.6,75.3,1.56,8.15,7.13757484267306,6259.0,10,5,6.37
E02003071,1.257783312577833,0.460772104607721,1.9551681195516812,96.01494396014944,0.311332503113325,51.73649734272649,41.682652129450844,11.518971696947226,11.11111111111111,12.260536398467432,14.485230503028056,12.668396984303548,11.444815226795205,8.738104066246446,6.284341531,9.4383269,109.6,116.8,2.04,9.78,15.036641261171798,4105.0,7,4,7.81
E02003072,1.156756756756757,0.4216216216216216,1.5243243243243243,96.41081081081082,0.48648648648648646,52.067994802944995,9.754375452584243,11.541792983975748,10.220874837592032,11.011260285838025,13.46903421394543,12.635339974014725,14.161974880900823,11.000433087916846,5.50654404,8.8270327,89.9,94.2,1.63,8.51,11.162306440903054,5192.0,8,4,7.02
E02003073,1.2239707518677474,0.3814973772055317,1.5577809569225878,96.58241932920045,0.25433158480368784,50.765104906136614,25.55822474578271,9.970026818110112,10.159331124783089,12.19435242151759,14.339801230477994,14.671083767155702,15.175895251616975,6.436346426881212,4.819263763,8.6218574,69.0,71.6,1.55,8.11,4.635443789734842,6675.0,10,5,6.68
E02003074,1.390694047309592,0.23394853132310892,1.2087340785027294,96.91967767091239,0.24694567195217054,52.690553745928334,18.805606404111302,12.625407166123779,13.967426710097719,11.921824104234528,13.537459283387623,13.237785016286646,10.423452768729643,5.693811074918567,5.373335389,10.7100898,88.9,100.1,1.97,9.09,9.080602885345481,5796.0,9,5,7.47
E02003075,1.3873205355702534,0.37102758509437006,1.8390062913373126,96.09614453944184,0.30650104855621874,51.95133512403223,2.2738630774776745,9.622373202717649,8.579554431979776,15.057671038078684,14.394059093063674,12.103017854321378,11.123400221203982,6.92052456944225,5.067830906,8.6682536,55.7,78.0,1.52,8.0,7.360779201078712,6200.0,10,5,6.56
E02003076,0.9547993905535805,0.33519553072625696,1.4321990858303708,96.85119349923819,0.4266124936515998,51.35188669901951,2.8303139226668805,11.399425571952065,11.488560958700605,13.132613647618104,14.865801723284145,12.3402990987422,11.557888481727245,6.279092799841537,5.400646717,9.1956813,110.7,85.9,1.8,10.5,9.95461062812432,5561.0,9,5,7.31
E02003077,0.5684509711037423,0.410547923574925,1.2948049897363019,97.59987367756197,0.12632243802305385,49.80813507290867,1.2354489116970135,12.44819646968534,10.79048349961627,12.233307751343055,15.917114351496547,12.156561780506523,11.373752877973907,7.029930928626247,5.128180929,8.9338051,98.8,84.6,1.73,10.48,9.66928430566968,5641.0,9,5,6.68
E02003078,0.6112469437652812,0.2309155120891062,1.2904102146155936,97.50067916327086,0.36674816625916873,51.734803657880576,1.9340806193607163,11.807423345884885,10.166756320602474,11.471221086605702,15.667025282409897,13.152232383001614,14.214631522323831,6.387842926304464,5.542882306,9.3110859,135.9,102.5,1.94,11.67,14.63169852120536,4230.0,7,4,7.6
E02003079,1.3136642618714331,0.45224507375901796,1.3890384408312695,96.37127167007645,0.4737805534618284,51.28370394242131,47.93233876815693,12.869266301428725,13.008916102696316,11.999140616607583,14.598775378665806,12.751101084971534,9.904393597593726,4.4150821785369,5.517022054,11.0828034,105.3,84.3,2.02,12.1,10.886022579970732,5264.0,8,4,7.56
E02003080,1.6164415194550283,0.6465766077820113,1.200785128738021,96.03971827733518,0.49647846668975865,51.801227846635,41.71329864064139,12.336383644156145,9.915440750608132,11.120120467971736,13.355728020386886,12.834472373450712,14.954245337657824,9.510019691879995,6.007465591,9.4403405,132.3,102.3,2.39,14.11,20.32034961529494,2987.0,5,3,8.35
E02003081,1.1292212634494514,0.23436667731969746,1.0546500479386385,96.95323319484393,0.6285288164482795,50.93398429208236,34.88498692189475,11.727870940352366,10.316281044364253,10.95308851623859,14.943748673317767,13.436637656548504,14.508596900870305,7.7372107832731905,5.174354518,9.0493138,125.1,94.7,2.29,13.63,13.184093575418995,4615.0,7,4,7.97
E02003082,1.8922208697576628,0.8409870532256281,2.0582051565785107,94.03563129357087,1.1729556268673231,50.50862450243255,28.974692648796996,14.153029632905795,12.793011941618754,11.134453781512606,16.220698805838126,13.202122954444937,12.317558602388324,9.011499336576737,6.232783742,10.3859495,165.9,137.7,2.56,14.72,29.054442425618895,1648.0,3,2,8.59
E02003084,4.188530734632684,1.4805097451274363,2.1926536731634183,90.5828335832084,1.555472263868066,49.84132910210939,52.984092818523244,16.660444278514095,15.111069628523428,13.309688258353555,14.037707672204592,10.481612843009147,8.586895650550682,5.609482919544521,7.225403162,12.2374766,151.7,209.3,2.65,14.24,43.48221427159518,539.0,1,1,8.69
E02003085,1.9959318586320873,0.9026188660055936,2.707856598016781,93.87236206458175,0.5212306127637936,52.63157894736842,40.397341724568214,16.193361100593208,14.401110690395052,11.737978038621733,13.896251419916696,10.14767133661492,6.462198662122934,2.9786696958222896,9.987760819,13.1874391,167.4,176.7,3.03,14.19,55.48404235024799,157.0,1,1,8.79
E02003086,1.9742209169521945,0.7178985152553435,1.6968510360580846,94.64839288627836,0.9626366454560288,50.82258064516129,32.624410679864745,13.161290322580646,11.112903225806452,11.338709677419354,15.112903225806452,12.919354838709676,12.387096774193548,10.03225806451613,6.158712965,10.0648292,159.2,135.2,2.58,12.46,26.115800192895033,2072.0,4,2,8.29
E02003087,1.1843079200592153,0.3145817912657291,1.0177646188008882,97.14100666173205,0.34233900814211693,50.930745478606084,3.487212856103509,11.265990295544773,11.945302161446845,10.842523158359064,13.789148654609617,13.824437582708427,13.674459638288486,6.881340979267754,5.14135794,8.5874964,130.2,94.4,2.25,12.22,14.615220561130453,4233.0,7,4,7.75
E02003088,0.8952254641909815,0.3094606542882405,1.6799292661361624,96.73961096374889,0.3757736516357206,51.51737128505651,2.426959287334193,11.197153620761826,8.58099623273336,11.437840100460443,13.447048974466306,13.750523231477604,13.949351192967768,8.978652155713688,5.456510686,8.7703084,104.6,73.0,1.92,10.59,6.771045815801776,6333.0,10,5,7.24
E02003202,4.006541291905151,1.177432542927228,3.434178250204415,89.92641046606705,1.455437448896157,50.22910412387422,25.238394501542547,18.94454100173803,12.67182809290567,12.798230368146626,13.066835203033655,11.58160846895244,9.448570074261337,5.024490440827935,7.1191322,12.3791403,155.4,104.0,1.76,8.73,15.06148260664253,4101.0,7,4,6.12
E02003203,3.458705944239874,0.6049447659126775,2.6301946344029457,91.93845344555497,1.3677012098895318,50.36084503346018,57.589384605567254,12.518042251673009,15.299829418711456,14.696234090014434,14.984910116782574,10.313607138170845,8.712767353365699,4.107072562655819,6.011091426,11.7463812,182.1,115.2,1.89,9.89,16.004452095404933,3874.0,6,3,6.63
E02003204,2.40068898697384,0.4306168586500162,1.711702013133814,94.36968457315103,1.0873075680912907,51.269960347229656,39.83045215874405,12.96752759618476,12.881791876540563,13.117565105562104,14.97160004286786,11.38141678276712,10.138248847926267,7.051762940735183,6.398938252,10.680478,177.3,105.1,2.02,11.08,16.985592963705187,3640.0,6,3,7.32
E02003205,3.7120226977184063,0.14186074004019386,1.0403120936280885,94.51471805177917,0.5910864168341411,51.535396155649316,39.93975412372029,12.306610407876232,12.130801687763713,12.423816221284575,14.791373652133148,12.54102203469292,11.462728551336147,5.743084857008908,5.554336862,9.9989102,191.3,91.6,1.96,11.08,10.27136953626347,5462.0,9,5,7.35
E02003206,3.0369411530419197,0.6372597829333865,2.6386537887085533,92.55202628696605,1.1351189883500945,50.80573405832921,40.74898490318974,12.338111715274346,12.298566485417696,15.116164112703906,15.650024715768659,11.25061789421651,9.411764705882353,5.081562036579338,5.567439383,10.3354973,159.3,102.7,1.78,9.7,10.741386770506725,5318.0,8,4,6.34
E02003207,1.3858988159311088,0.8207750269106566,1.7357373519913886,95.81539289558665,0.24219590958019377,50.92211755340321,23.012718202639704,15.11211357303967,15.019238423776038,11.43691123789306,13.665914820220246,10.070319755871036,8.345495555260714,4.24572110919464,7.520985443,11.8891227,215.9,129.6,2.25,12.61,24.269244663382597,2330.0,4,2,8.55
E02003208,5.545836249125262,1.7932120363890833,2.5542337298810356,88.79461161651504,1.312106368089573,52.47998607727114,40.21457978060595,15.349808562478245,15.167072746258267,12.09537069265576,12.808910546467109,10.276714235990255,9.946049425687436,6.8917507831534985,7.859229741,12.3268176,209.2,131.3,2.5,13.26,21.515269118298626,2762.0,5,3,8.22
E02003209,1.636685343556473,0.42760247714538485,1.2238277794161014,95.97463874963138,0.7372456502506636,51.74636486283916,31.46942771832475,12.292010193374308,12.26202968070754,12.08214660470694,14.630490181382102,13.955928646379853,11.197721481037327,5.336531254684456,6.713640991,10.5372703,211.1,124.2,2.3,12.85,20.488985336308573,2955.0,5,3,8.54
